Owner Info,No of Bhk,Price Info,Locality, Square Feet, Construction,Price Per Sqft
OWNER,3 BHK Villa in Mirchi Venice City, 1.65 Cr,Kollur,2230 ,Under Construction,"7,399 / sq ft"
OWNER,3 BHK Villa in Mirchi Venice City, 1.65 Cr,Kollur,2230 ,Under Construction,"7,399 / sq ft"
OWNER,3 BHK Villa in Mirchi Venice City, 1.65 Cr,Kollur,2230 ,Under Construction,"7,399 / sq ft"
OWNER,3 BHK Villa in Mirchi Venice City, 1.65 Cr,Kollur,2230 ,Under Construction,"7,399 / sq ft"
OWNER,3 BHK Villa in Mirchi Venice City, 1.65 Cr,Kollur,2230 ,Under Construction,"7,399 / sq ft"
OWNER,3 BHK Villa in Mirchi Venice City, 1.65 Cr,Kollur,2230 ,Under Construction,"7,399 / sq ft"
OWNER,3 BHK Villa in Mirchi Venice City, 1.65 Cr,Kollur,2230 ,Under Construction,"7,399 / sq ft"
OWNER,3 BHK Villa in Mirchi Venice City, 1.65 Cr,Kollur,2230 ,Under Construction,"7,399 / sq ft"
OWNER,3 BHK Villa in Mirchi Venice City, 1.65 Cr,Kollur,2230 ,Under Construction,"7,399 / sq ft"
OWNER,3 BHK Villa in Mirchi Venice City, 1.65 Cr,Kollur,2230 ,Under Construction,"7,399 / sq ft"
OWNER,3 BHK Villa in Mirchi Venice City, 1.65 Cr,Kollur,2230 ,Under Construction,"7,399 / sq ft"
OWNER,3 BHK Villa in Mirchi Venice City, 1.65 Cr,Kollur,2230 ,Under Construction,"7,399 / sq ft"
OWNER,7 BHK Independent House in Dream City, 1 Cr,Balapur,2500 ,Ready to move,"4,000 / sq ft"
OWNER,Residential Plot, 24 L,Yacharam,1800 ,Resale,"1,333 / sq ft"
OWNER,Residential Plot, 24 L,Yacharam,1800 ,Resale,"1,333 / sq ft"
OWNER,Residential Plot, 24 L,Yacharam,1800 ,Resale,"1,333 / sq ft"
OWNER,2 BHK Independent House, 66 L,Rampally,1360 ,Ready to move,"4,852 / sq ft"
OWNER,2 BHK Apartment, 44 L,Miyapur,1020 ,Ready to move,"4,313 / sq ft"
OWNER,3 BHK Apartment, 70 L,Neknampur,1580 ,Under Construction,"4,430 / sq ft"
OWNER,3 BHK Apartment in Gokul Nandanam, 70 L,Bachupally,1460 ,Ready to move,"4,794 / sq ft"
OWNER,3 BHK Apartment in Gokul Nandanam, 70 L,Bachupally,1460 ,Ready to move,"4,794 / sq ft"
OWNER,2 BHK Apartment, 45 L,Nizampet,1170 ,Ready to move,"3,846 / sq ft"
OWNER,2 BHK Apartment, 45 L,Nizampet,1170 ,Ready to move,"3,846 / sq ft"
OWNER,2 BHK Apartment, 82 L,Gachibowli,1156 ,Ready to move,"7,093 / sq ft"
OWNER,6 BHK Independent House, 1.3 Cr,AS Rao Nagar,2400 ,Ready to move,"5,416 / sq ft"
OWNER,2 BHK Apartment, 44 L,Balanagar,1100 ,Ready to move,"4,000 / sq ft"
OWNER,3 BHK Apartment, 68 L,Yousufguda,1300 ,Ready to move,"5,230 / sq ft"
AGENT,3 BHK Apartment, 48.45 L,Balanagar,1615 ,Under Construction,"3,000 / sq ft"
AGENT,3 BHK Villa in Ashoka Spire, 1.14 Cr,Kokapet,2120 ,Under Construction,Price
AGENT,3 BHK Apartment, 42 L,Madhapur,1200 ,Under Construction,"3,500 / sq ft"
AGENT,1 BHK Apartment, 12.5 L,Tukkuguda,629 ,Under Construction,"1,987 / sq ft"
AGENT,3 BHK Apartment, 29 L,Shamirpet,1300 ,Under Construction,"2,230 / sq ft"
AGENT,2 BHK Apartment, 21 L,Shamirpet,980 ,Under Construction,"2,142 / sq ft"
AGENT,4 BHK Villa, 2.8 Cr,Narsingi,3431 ,Ready to move,"8,160 / sq ft"
AGENT,3 BHK Apartment, 67.2 L,Manchirevula,1600 ,Under Construction,"4,200 / sq ft"
AGENT,3 BHK Apartment, 71.4 L,Manchirevula,1700 ,Under Construction,"4,200 / sq ft"
AGENT,3 BHK Apartment, 84 L,Manchirevula,2000 ,Under Construction,"4,200 / sq ft"
AGENT,3 BHK Apartment, 92.4 L,Hitech City,2200 ,Under Construction,"4,200 / sq ft"
AGENT,3 BHK Apartment, 1.26 Cr,Kokapet,3013 ,Under Construction,"4,200 / sq ft"
AGENT,2 BHK Apartment, 68.92 L,Nanakramguda,1641 ,Under Construction,"4,200 / sq ft"
AGENT,3 BHK Apartment, 81 L,Hitech City,1800 ,Under Construction,"4,500 / sq ft"
AGENT,3 BHK Apartment, 92.44 L,Nanakramguda,2201 ,Under Construction,"4,200 / sq ft"
AGENT,3 BHK Apartment, 1.09 Cr,Kokapet,2603 ,Under Construction,"4,200 / sq ft"
AGENT,3 BHK Apartment, 1.09 Cr,Kokapet,2608 ,Under Construction,"4,200 / sq ft"
AGENT,3 BHK Apartment, 1.17 Cr,Kokapet,2803 ,Under Construction,"4,200 / sq ft"
AGENT,3 BHK Apartment, 1.17 Cr,Kokapet,2804 ,Under Construction,"4,200 / sq ft"
AGENT,3 BHK Apartment, 1.26 Cr,Kokapet,3015 ,Under Construction,"4,200 / sq ft"
AGENT,3 BHK Apartment, 67.2 L,Kokapet,1600 ,Under Construction,"4,200 / sq ft"
AGENT,3 BHK Apartment, 1.08 Cr,Hitech City,2400 ,Under Construction,"4,500 / sq ft"
AGENT,3 BHK Apartment, 1.68 Cr,Kokapet,4000 ,Under Construction,"4,200 / sq ft"
AGENT,2 BHK Apartment, 54.6 L,Hitech City,1300 ,Under Construction,"4,200 / sq ft"
AGENT,3 BHK Apartment, 67.2 L,Nanakramguda,1600 ,Under Construction,"4,200 / sq ft"
AGENT,2 BHK Apartment, 57.12 L,Nanakramguda,1360 ,Under Construction,"4,200 / sq ft"
AGENT,2 BHK Apartment, 57.12 L,Hitech City,1360 ,Under Construction,"4,200 / sq ft"
AGENT,3 BHK Apartment, 1.17 Cr,Hitech City,2800 ,Under Construction,"4,200 / sq ft"
AGENT,3 BHK Apartment, 84 L,Hitech City,2000 ,Under Construction,"4,200 / sq ft"
AGENT,3 BHK Apartment, 78.12 L,Nanakramguda,1860 ,Under Construction,"4,200 / sq ft"
AGENT,3 BHK Villa, 1.14 Cr,Bachupally,2076 ,Under Construction,"5,500 / sq ft"
AGENT,3 BHK Apartment, 84 L,Kokapet,2000 ,Under Construction,"4,200 / sq ft"
AGENT,3 BHK Apartment, 1.56 Cr,Nanakramguda,2601 ,Under Construction,"5,999 / sq ft"
AGENT,3 BHK Apartment, 1.43 Cr,Nanakramguda,2400 ,Under Construction,"5,999 / sq ft"
AGENT,3 BHK Apartment, 1.32 Cr,Nanakramguda,2201 ,Under Construction,"5,999 / sq ft"
AGENT,3 BHK Apartment, 2.4 Cr,Nanakramguda,4001 ,Under Construction,"5,999 / sq ft"
AGENT,3 BHK Apartment, 1.79 Cr,Nanakramguda,3000 ,Under Construction,"5,999 / sq ft"
AGENT,3 BHK Apartment, 2.39 Cr,Nanakramguda,4000 ,Under Construction,"5,999 / sq ft"
AGENT,3 BHK Apartment, 95.98 L,Narsingi,1600 ,Under Construction,"5,999 / sq ft"
AGENT,3 BHK Apartment, 1.07 Cr,Manchirevula,1800 ,Under Construction,"5,999 / sq ft"
AGENT,3 BHK Apartment, 1.19 Cr,Nanakramguda,2000 ,Under Construction,"5,999 / sq ft"
AGENT,3 BHK Apartment, 1.43 Cr,Nanakramguda,2400 ,Under Construction,"5,999 / sq ft"
AGENT,3 BHK Apartment, 1.43 Cr,Manchirevula,2400 ,Under Construction,"5,999 / sq ft"
AGENT,2 BHK Apartment, 77.98 L,Manchirevula,1300 ,Under Construction,"5,999 / sq ft"
AGENT,4 BHK Apartment, 2.39 Cr,Nanakramguda,4000 ,Under Construction,"5,999 / sq ft"
AGENT,2 BHK Apartment, 77.98 L,Nanakramguda,1300 ,Under Construction,"5,999 / sq ft"
AGENT,3 BHK Apartment, 1.07 Cr,Nanakramguda,1800 ,Under Construction,"5,999 / sq ft"
AGENT,4 BHK Apartment, 1.79 Cr,Kokapet,3000 ,Under Construction,"5,999 / sq ft"
AGENT,2 BHK Apartment, 80.68 L,Kokapet,1345 ,Under Construction,"5,999 / sq ft"
AGENT,2 BHK Apartment, 67.72 L,Mokila,1129 ,Ready to move,"5,999 / sq ft"
AGENT,2 BHK Villa, 59.99 L,Taramatipet,1000 ,Under Construction,"5,999 / sq ft"
AGENT,3 BHK Apartment, 1.43 Cr,Hitech City,2400 ,Under Construction,"5,999 / sq ft"
AGENT,3 BHK Apartment, 1.07 Cr,Hitech City,1800 ,Under Construction,"5,999 / sq ft"
AGENT,3 BHK Apartment, 1.67 Cr,Kokapet,2800 ,Under Construction,"5,999 / sq ft"
AGENT,3 BHK Apartment, 1.79 Cr,Kokapet,3000 ,Under Construction,"5,999 / sq ft"
AGENT,3 BHK Apartment, 1.55 Cr,Kokapet,2600 ,Under Construction,"5,999 / sq ft"
AGENT,2 BHK Villa, 59.99 L,Taramatipet,1000 ,Under Construction,"5,999 / sq ft"
AGENT,2 BHK Apartment, 77.98 L,Kokapet,1300 ,Under Construction,"5,999 / sq ft"
AGENT,3 BHK Apartment, 1.19 Cr,Manchirevula,2000 ,Under Construction,"5,999 / sq ft"
AGENT,4 BHK Apartment, 1.79 Cr,Hitech City,3000 ,Under Construction,"5,999 / sq ft"
AGENT,4 BHK Apartment, 2.33 Cr,Manchirevula,3900 ,Under Construction,"5,999 / sq ft"
AGENT,4 BHK Villa, 2.6 Cr,Tellapur,2700 ,Ready to move,"9,629 / sq ft"
AGENT,2 BHK Apartment, 77.98 L,Hitech City,1300 ,Under Construction,"5,999 / sq ft"
OWNER,7 BHK Independent House, 3.24 Cr,Bowenpally,3501 ,Ready to move,"9,254 / sq ft"
OWNER,8 BHK Villa, 1.8 Cr,Old Bowenpally,3400 ,Ready to move,"5,294 / sq ft"
AGENT,3 BHK Apartment, 64.4 L,Alwal,1610 ,Under Construction,"4,000 / sq ft"
OWNER,2 BHK Apartment in Concrete Vivanta, 74 L,Miyapur,1215 ,Ready to move,"6,090 / sq ft"
OWNER,3 BHK Apartment in Canny Group Canny IRIS, 92 L,Kondapur,1525 ,Ready to move,"6,032 / sq ft"
AGENT,2 BHK Apartment, 33.12 L,Hakimpet Hyderabad Karimnagar Highway,1325 ,Under Construction,"2,500 / sq ft"
OWNER,Residential Plot, 35 L,Ghatkesar,2700 ,Resale,"1,296 / sq ft"
OWNER,2 BHK Apartment, 46.44 L,Miyapur,1080 ,Ready to move,"4,300 / sq ft"
OWNER,3 BHK Independent House in Celebrity Lifestyle Dream Homes I, 1.5 Cr,Bhanur,1900 ,Under Construction,"7,894 / sq ft"
OWNER,2 BHK Independent House, 78 L,Dammaiguda,1620 ,Ready to move,"4,814 / sq ft"
OWNER,3 BHK Villa, 1.45 Cr,Ramachandra Puram,2030 ,Ready to move,"7,142 / sq ft"
OWNER,2 BHK Apartment, 49 L,Nizampet,900 ,Ready to move,"5,444 / sq ft"
OWNER,3 BHK Apartment in SMR Vinay Harmony County, 82 L,Bandlaguda Jagir,1500 ,Ready to move,"5,466 / sq ft"
OWNER,3 BHK Apartment, 1.15 Cr,Madhapur,1780 ,Under Construction,"6,500 / sq ft"
OWNER,3 BHK Villa, 1.78 Cr,Mokila,3237 ,Under Construction,"5,498 / sq ft"
OWNER,4 BHK Villa in Ramky Pearl, 4.6 Cr,Kukatpally,3240 ,Ready to move,"14,197 / sq ft"
OWNER,Residential Plot, 56 L,Patancheru,1800 ,Resale,"3,111 / sq ft"
OWNER,2 BHK Independent House, 1.4 Cr,Alwal,1800 ,Ready to move,"7,777 / sq ft"
AGENT,3 BHK Apartment in Sai Shraddha Constructions Gopal Rao Nagar, 78.5 L,Kukatpally,1350 ,Under Construction,"5,814 / sq ft"
AGENT,3 BHK Apartment in Sai Shraddha Constructions Gopal Rao Nagar, 78 L,Kukatpally,1350 ,Under Construction,"5,777 / sq ft"
AGENT,Residential Plot, 86 L,Narapally,200 ,Resale,"43,000 / sq ft"
AGENT,Residential Plot, 99 L,Narapally,220 ,Resale,"45,000 / sq ft"
AGENT,Residential Plot, 29.99 L,Bhuvanagiri,1800 ,Resale,"1,666 / sq ft"
AGENT,Residential Plot, 30 L,Bhuvanagiri,1800 ,New,"1,666 / sq ft"
AGENT,Residential Plot, 43.87 L,Ghatkesar,2925 ,Resale,"1,499 / sq ft"
OWNER,2 BHK Apartment in EVK EVK Avasa, 37 L,Kollur,1170 ,Under Construction,"3,162 / sq ft"
OWNER,2 BHK Apartment, 24.18 L,Shamirpet,1100 ,Under Construction,"2,199 / sq ft"
OWNER,3 BHK Apartment, 1.05 Cr,Hastinapuram,1833 ,Under Construction,"5,728 / sq ft"
OWNER,1 BHK Apartment in Sheetal Apartment, 24 L,Maruthi Nagar,650 ,Ready to move,"3,692 / sq ft"
OWNER,3 BHK Apartment in Reputed Builder Sri Tara Jeet Residency, 1.6 Cr,Narayanguda,1928 ,Ready to move,"8,298 / sq ft"
OWNER,3 BHK Independent House, 2 Cr,Malakpet,1800 ,Ready to move,"11,111 / sq ft"
OWNER,3 BHK Apartment in Saket Pranaam, 75 L,Sainikpuri,1614 ,Ready to move,"4,646 / sq ft"
OWNER,3 BHK Apartment in GoldFish Vaaha, 1.23 Cr,Narsingi,2240 ,Under Construction,"5,491 / sq ft"
OWNER,3 BHK Apartment, 75 L,Chinna Thokatta,3200 ,Ready to move,"2,343 / sq ft"
OWNER,3 BHK Apartment, 95 L,Madhapur,1450 ,Ready to move,"6,551 / sq ft"
OWNER,3 BHK Apartment, 75 L,Nanakramguda,1650 ,Ready to move,"4,545 / sq ft"
OWNER,3 BHK Apartment in RNR Fort View Towers, 75 L,Attapur,1230 ,Ready to move,"6,097 / sq ft"
OWNER,3 BHK Apartment in RNR Fort View Towers, 1.02 Cr,Attapur,1635 ,Ready to move,"6,244 / sq ft"
OWNER,4 BHK Independent House, 1.4 Cr,AS Rao Nagar,1425 ,Ready to move,"9,824 / sq ft"
OWNER,3 BHK Apartment in Swaraj Homes Samskruthi Apartment, 54 L,Kothapet,1670 ,Under Construction,"3,233 / sq ft"
OWNER,2 BHK Apartment, 24.84 L,Medchal,1080 ,Under Construction,"2,300 / sq ft"
OWNER,Residential Plot in Vikhyath Haritha Vanam Bhongir, 21.15 L,Bhuvanagiri,1500 ,Resale,"1,410 / sq ft"
OWNER,2 BHK Apartment in Nestcon Elegant Cove, 58 L,Bowenpally,1355 ,Ready to move,"4,280 / sq ft"
OWNER,4 BHK Independent House, 1.4 Cr,Quthbullapur,2200 ,Ready to move,"6,363 / sq ft"
OWNER,2 BHK Independent House, 1.25 Cr,Bolarum,3000 ,Under Construction,"4,166 / sq ft"
OWNER,5 BHK Independent House, 1.25 Cr,Mallampet,3000 ,Under Construction,"4,166 / sq ft"
OWNER,2 BHK Apartment in Active Pearl Place, 67 L,Nallagandla Gachibowli,1040 ,Ready to move,"6,442 / sq ft"
OWNER,Residential Plot, 88 L,Cherlapalli,2000 ,Resale,"4,400 / sq ft"
OWNER,Residential Plot, 19.46 L,Toopra Khurd,1485 ,Resale,"1,311 / sq ft"
OWNER,2 BHK Independent House, 25 L,Gajularamaram,1000 ,Ready to move,"2,500 / sq ft"
OWNER,2 BHK Independent House, 25 L,Gajularamaram,1000 ,Ready to move,"2,500 / sq ft"
OWNER,3 BHK Apartment in Swaraj Homes Vindhya Heights, 55 L,Pragathi Nagar Kukatpally,1400 ,Ready to move,"3,928 / sq ft"
OWNER,2 BHK Apartment, 67 L,Chanakyapuri,1255 ,Ready to move,"5,338 / sq ft"
OWNER,4 BHK Villa, 8 Cr,Gandipet,5500 ,Ready to move,"14,545 / sq ft"
OWNER,2 BHK Apartment in SV Narayana Reddy Homes, 38 L,LB Nagar,755 ,Ready to move,"5,033 / sq ft"
OWNER,3 BHK Apartment in IJM Raintree Park Phase 1, 1.17 Cr,Kukatpally,1956 ,Ready to move,"5,981 / sq ft"
OWNER,Residential Plot, 3.78 Cr,Bonthapalle,15120 ,Resale,"2,500 / sq ft"
OWNER,Residential Plot in Swaraj Homes SKT Vishnu Srinivasam, 46 L,Mallapur,9009 ,Resale,510 / sq ft
OWNER,3 BHK Apartment, 95 L,Hafeezpet,1500 ,Under Construction,"6,333 / sq ft"
OWNER,4 BHK Apartment, 1.1 Cr,Toli Chowki,1805 ,Ready to move,"6,094 / sq ft"
OWNER,2 BHK Independent Floor, 52 L,Pragathi Nagar Kukatpally,1100 ,Ready to move,"4,727 / sq ft"
OWNER,Residential Plot in YBR Avasa Hills, 24 L,Ramdas Pally,1800 ,Resale,"1,333 / sq ft"
OWNER,2 BHK Apartment, 61.75 L,Suchitra,1235 ,Under Construction,"5,000 / sq ft"
OWNER,3 BHK Villa, 1.38 Cr,Sainikpuri,2300 ,Ready to move,"6,000 / sq ft"
OWNER,3 BHK Apartment, 43.8 L,Patancheru,1460 ,Under Construction,"3,000 / sq ft"
OWNER,3 BHK Apartment, 77.75 L,Suchitra,1555 ,Under Construction,"5,000 / sq ft"
OWNER,2 BHK Apartment in Swaraj Homes Swagruhu Apartment, 36 L,Kukatpally,862 ,Ready to move,"4,176 / sq ft"
OWNER,4 BHK Apartment in Swaraj Homes AN Misra Residency, 74 L,Himayat Nagar,1060 ,Ready to move,"6,981 / sq ft"
OWNER,2 BHK Apartment in Ramky Greenview Apartments, 44.48 L,Maheshwaram,1025 ,Under Construction,"4,340 / sq ft"
OWNER,2 BHK Independent House, 95 L,Moti Nagar,1440 ,Ready to move,"6,597 / sq ft"
OWNER,3 BHK Independent House, 95 L,Borabanda,850 ,Ready to move,"11,176 / sq ft"
OWNER,2 BHK Independent House, 95 L,Borabanda,1440 ,Ready to move,"6,597 / sq ft"
OWNER,2 BHK Independent House, 63 L,Badangpet,1050 ,Ready to move,"6,000 / sq ft"
OWNER,4 BHK Villa, 3.16 Cr,Tellapur,4225 ,Ready to move,"7,500 / sq ft"
OWNER,5 BHK Villa, 6 Cr,Mokila,6500 ,Ready to move,"9,230 / sq ft"
OWNER,3 BHK Apartment, 35 L,Boiguda,1000 ,Ready to move,"3,500 / sq ft"
OWNER,4 BHK Apartment in Sunway Neville, 62.5 L,Miyapur,1101 ,Ready to move,"5,676 / sq ft"
OWNER,3 BHK Apartment in NCC Urban One, 1.33 Cr,Kokapet,1535 ,Ready to move,"8,664 / sq ft"
OWNER,3 BHK Apartment in Hivision Serene, 71 L,AS Rao Nagar,1604 ,Ready to move,"4,426 / sq ft"
OWNER,4 BHK Villa, 5.5 Cr,Mokila,4750 ,Ready to move,"11,578 / sq ft"
OWNER,2 BHK Apartment in Prajay Megapolis, 77.5 L,Kukatpally,1000 ,Ready to move,"7,750 / sq ft"
OWNER,5 BHK Villa, 1.2 Cr,Bhuvanagiri,2500 ,Under Construction,"4,800 / sq ft"
OWNER,3 BHK Apartment in Provident Kenworth, 67.5 L,Rajendra Nagar,1047 ,Ready to move,"6,447 / sq ft"
OWNER,Residential Plot, 11.25 L,Sadashivpet,1800 ,Resale,625 / sq ft
OWNER,2 BHK Apartment in Parijatha Pride, 33 L,Shamirpet,1000 ,Ready to move,"3,300 / sq ft"
OWNER,3 BHK Villa in Ar Anmol Anmol Alpine Vistas, 1.15 Cr,Patancheru,2008 ,Under Construction,"5,750 / sq ft"
OWNER,2 BHK Apartment in Swaraj Homes Vissen Plaza, 30 L,Nizampet,1098 ,Ready to move,"2,732 / sq ft"
OWNER,4 BHK Apartment in Lotus Roldana, 3.1 Cr,Banjara Hills,2957 ,Ready to move,"10,483 / sq ft"
OWNER,2 BHK Apartment, 72 L,Madhapur,1225 ,Ready to move,"5,877 / sq ft"
OWNER,4 BHK Villa in Sreenidhi Luxury Park 2, 2 Cr,Shamshabad,3351 ,Under Construction,"5,968 / sq ft"
OWNER,Residential Plot in Fortune Butterfly City, 18.69 L,Kadthal,2403 ,Resale,777 / sq ft
OWNER,2 BHK Apartment, 49 L,Bolarum,1195 ,Under Construction,"4,100 / sq ft"
OWNER,2 BHK Independent House, 67 L,Rampally,1300 ,Ready to move,"5,153 / sq ft"
OWNER,2 BHK Independent House, 60 L,Hayathnagar,1050 ,Ready to move,"5,714 / sq ft"
OWNER,Residential Plot, 3.5 L,Shamshabad,900 ,Resale,388 / sq ft
